C1,C2,C3
0.2788238197493021,1.0,0.7883243639675082
0.27882587180621277,0.9999893596533569,0.7918509525092694
0.31674351025821157,0.9924218558679078,0.7905913954717199
0.3167612033612156,0.9924309121661257,0.7922815964749308
0.31676274582980984,0.9924089285842819,0.7959233582502001
0.31675678010824143,0.9923855011840319,0.8004129426451535
0.31675025615514774,0.9923651213600322,0.8016705254471466
0.31675448040687304,0.9923713187341459,0.7999897270282883
0.3546702182523403,0.9848007997850275,0.7990064695407503
0.3546643289167748,0.9847868408332088,0.7989932371827079
0.35466652452198394,0.9847826276750116,0.7982494795298087
0.3546740933228382,0.9847957300275811,0.7941437708659266
0.354688177631154,0.9848134608786848,0.7900365686351833
0.35469321368343787,0.9847863509138176,0.7918710150891379
0.3926112524129101,0.9772253298993864,0.7868693173880024
0.39262787800744037,0.9772398480143296,0.7853733394384552
0.392648562345506,0.9772523662879031,0.7811867693564125
0.39267507954861613,0.9772666742126408,0.7774365987658113
0.3927720114152068,0.977273868962353,0.775175369167947
0.39292674552584383,0.9773127916859663,0.7752775633260182
0.4310167180306474,0.9698364392350944,0.7713183106494709
0.4311448303877802,0.969896978554853,0.7661117936667545
0.43125005411348283,0.9699239578895851,0.7663735997276498
0.431343350456827,0.9699885776601113,0.7629175619028974
0.4314262312459586,0.970055234009708,0.7580750795128275
0.43148270021289503,0.9701204975450386,0.7516299777548248
0.4694237990875587,0.9625784472777423,0.7409486591448194
0.4694742610307118,0.962616283717836,0.7365166511620869
0.4695001368516922,0.9626308412199718,0.7402467607239697
0.469599709349419,0.9626787339842067,0.726582351157897
0.46974030954234525,0.962807529945702,0.7037499091640591
0.4697668545481916,0.962799636956204,0.710753046573772
0.5077315746764799,0.9552683977152464,0.7142281866773634
0.5077984524848811,0.9553046389048212,0.7253502330913459
0.5078601761475015,0.9553391418751946,0.7272375801391305
0.5079146144285653,0.9554102631657042,0.7494203350385116
0.5079718265741969,0.9554819304701115,0.7601284702833966
0.5080237042693078,0.9555738312896014,0.7698508022411779
0.5459979181021906,0.9480844648673574,0.7790325449484483
0.5460244398055262,0.9481570307878132,0.7873317965236049
0.5460527838660373,0.9482090792904083,0.7936699030481886
0.5460857154758448,0.9482502943729316,0.7986473208106906
0.5461088928921635,0.9482883789445626,0.8035695426031044
0.5461439313838724,0.9483539882982943,0.8087669625459029
0.5840924206674923,0.9408394880936918,0.8138470734120159
0.5841264545778003,0.9408720678154838,0.8183221712514832
0.5841614509986455,0.9409103241071612,0.8278425607690192
0.5841877989974437,0.9409664162274862,0.8388999831517452
0.58420420829819,0.9409744802008201,0.8520507117325946
0.5842396832069416,0.9410252496482807,0.8548934626327946
0.6222398699120458,0.9334583150934344,0.8571675647958475
0.6222049257923371,0.9335286702454224,0.8519519865438122
0.6222721269491062,0.9335272200031837,0.8480734611555428
0.6222270629398122,0.933596844369422,0.8434654906903012
0.6222423300964398,0.9335986423378315,0.8415718251038374
0.6222627202283791,0.9336198832432485,0.8397465700123352
0.6601935465757816,0.9260715372566071,0.8382028469965552
0.6602022076806873,0.9260948475780681,0.8384366478808973
0.6602266221243838,0.9261395748756047,0.8452334476380575
0.6602380002288708,0.9261619683009507,0.8493901843121954
0.6602506553819285,0.9261963443252427,0.8508621427088144
0.6602581677389779,0.9262218940927112,0.8586265983064287
0.6981695301508853,0.9186694088829432,0.8564204120428835
0.6981813601364526,0.9187037175276351,0.8476203083271456
0.6981915700915069,0.918729776927121,0.8422799006800786
0.6981823717270751,0.9187362401410478,0.8392452369028984
0.6981827683447472,0.9187517321164556,0.8336384254040377
0.6981747713550475,0.9187438329315791,0.8295987136381873
0.7360954809537392,0.9111928905380491,0.8222589511701259
0.7360881733330467,0.9112018447236795,0.8201109055701397
0.7360695175877899,0.9111740714627801,0.8229647151275898
0.736066366084692,0.9111898673271969,0.8172423267222112
0.7360472090000185,0.9111658186435538,0.8156336895573253
0.7360409278150517,0.9111569133889446,0.8104513899186148
0.7739543204041441,0.903594289915963,0.8066917782572519
0.773919894185914,0.9035794403337973,0.7933579952929469
