3736,1
5423,0
246,0
1477,0
3986,0
3928,1
5792,0
3480,0
5139,0
1831,0
1542,0
747,1
3106,1
3296,0
5232,0
5430,0
3594,0
4489,0
4242,0
2306,0
5405,0
3404,1
731,1
1412,1
5648,0
4395,1
4586,1
462,1
5764,0
583,0
2037,0
2761,0
3671,0
2323,1
1382,0
5311,0
3002,1
2276,0
5104,0
5010,1
364,0
5243,0
1161,0
1637,0
2731,1
814,0
113,1
2932,0
5011,1
1590,0
5241,0
1481,1
891,0
3785,0
4445,1
5686,0
585,0
4646,0
5563,0
349,0
3372,1
5554,0
5702,0
5359,0
1292,0
4216,0
5027,1
3740,0
181,0
5752,0
1818,0
3649,0
3254,1
5143,0
2687,0
2090,1
4089,1
5532,1
2039,0
4514,0
1512,0
1827,1
1259,1
1661,0
3135,0
4642,0
5635,0
1093,0
3651,0
3753,1
299,0
4655,1
2858,0
5905,1
756,0
5340,1
1975,1
5077,0
673,0
2960,0
2662,0
1985,1
3857,0
1218,0
5620,1
5853,0
2391,1
5646,0
1373,1
5024,0
5128,0
5321,1
696,0
5658,0
2595,0
1139,1
3473,1
5908,1
1638,0
4726,0
4969,0
1171,0
689,0
358,1
2175,0
2089,0
2889,1
5979,0
5803,0
981,0
220,0
4975,1
3805,0
1585,1
3827,0
3797,0
1589,1
2358,1
4994,0
3617,0
1835,1
422,0
3169,0
2574,0
4705,0
270,0
4773,0
2838,0
4402,0
2904,0
2626,0
958,0
4205,0
3540,0
2938,1
4693,1
5046,1
4572,1
3643,0
3476,0
61,0
4362,0
5322,0
5653,0
3991,1
4541,0
4948,1
2764,0
4862,0
4870,1
3561,0
5917,1
4935,0
5645,1
1795,1
1370,0
599,0
2622,0
5522,0
4326,0
5709,1
5999,0
4103,0
4730,1
1940,0
2280,0
4138,1
2514,1
2082,0
4609,1
2975,0
2568,0
686,0
1751,1
4510,0
51,0
5487,0
101,0
2619,0
5470,1
1328,1
2993,1
482,0
5643,1
237,0
2871,0
604,0
4782,0
3084,0
3871,0
5579,0
2343,0
3602,0
66,1
1063,1
2697,0
5943,0
3641,0
352,1
783,1
3505,0
4145,1
3980,1
2778,0
4409,1
678,1
3251,0
2965,1
2025,0
5233,0
899,1
3383,0
4095,0
2085,1
2222,1
3514,0
3158,0
4388,1
2719,0
559,1
4141,0
116,0
3446,0
2536,1
4612,0
3402,0
2661,0
1032,1
2328,0
3101,0
628,0
188,0
24,0
543,0
3469,1
1254,1
1656,0
574,0
5092,0
1120,1
4199,0
4890,0
916,0
4204,0
3943,0
3535,0
5485,0
2420,1
2045,0
5830,1
5324,0
1015,1
3676,0
1175,0
1701,1
5465,0
1850,1
1352,0
4521,0
145,1
1419,0
5525,1
2183,0
598,0
4634,0
1780,1
1930,1
3603,0
4500,0
1454,1
3950,0
5729,0
2666,0
2915,0
694,0
5679,1
643,0
4244,1
1958,0
1611,0
4010,0
1358,0
1632,0
2820,1
5168,1
659,0
1854,0
3367,0
1240,0
4877,0
140,1
5723,0
5148,0
1627,0
827,0
5212,0
3078,0
3246,0
5477,1
1901,1
5350,1
5954,0
1006,0
250,1
931,0
957,1
939,0
2496,0
5606,0
929,0
1886,1
3315,0
2345,1
5012,0
860,0
3095,0
3347,0
1329,0
510,1
5415,0
2244,1
5445,0
210,1
3332,0
2804,0
2538,1
522,1
3531,0
1906,0
1230,0
2494,1
3048,0
4805,1
4876,0
2843,0
2691,0
4854,0
4822,0
1624,0
4184,1
3032,1
1399,0
5561,0
4020,0
2122,0
2062,0
1186,1
5061,0
871,0
1703,0
844,0
658,0
1847,0
3163,1
5069,0
622,1
917,0
5759,0
5706,0
2088,0
3,0
5414,0
1148,0
1860,0
1030,1
4548,1
3219,0
3091,1
2211,1
5863,1
2505,1
1737,0
526,1
848,0
3127,0
5273,0
2892,1
3636,0
2344,0
3094,0
968,0
3336,0
2354,0
1314,0
3371,0
2434,0
1255,0
2705,0
2008,0
1588,0
5453,0
4354,1
637,0
5231,0
4925,0
3182,1
3712,0
5343,0
1842,1
5639,0
3338,0
5524,0
1642,0
2567,1
4657,0
1199,0
217,1
4644,0
5199,0
4536,1
2182,0
2484,1
5346,0
134,1
3128,1
2748,0
2299,0
5033,1
1179,0
2725,0
4776,1
3949,1
3044,0
4852,0
4310,0
3774,0
1450,0
3210,1
3959,1
4396,0
737,1
1362,0
3417,1
4055,1
5408,1
1039,0
1409,1
1946,0
2026,0
3615,0
588,0
5251,1
5116,0
655,1
2911,1
1118,0
3351,1
1746,1
1445,0
2074,1
5163,0
2489,1
