2552,1
576,0
5551,1
553,1
1967,0
4282,0
1307,0
1876,0
3089,0
1830,0
2403,1
5528,0
5788,1
4122,1
3305,0
3281,0
494,0
1828,1
3400,1
1723,0
2300,0
5690,0
893,0
4393,0
2858,0
3149,0
2685,1
2657,0
5591,0
3459,0
3212,0
4978,0
3614,0
4836,1
2577,1
1313,0
678,1
5376,1
5850,1
2399,0
5317,1
5954,0
2013,0
174,0
1745,0
914,0
5916,1
2397,0
1890,0
1619,1
1966,1
584,1
69,0
1677,1
4994,0
5354,0
5632,0
2775,0
2699,0
3320,0
587,1
1032,1
1364,1
2458,0
302,1
2694,0
5480,0
2988,1
5789,1
5586,0
1604,1
2407,1
4653,0
2346,1
878,1
1534,1
686,0
5024,0
5030,1
4433,1
3301,1
5786,0
4574,0
4972,0
4339,1
4496,0
1373,1
4265,0
2803,1
2777,0
3078,0
1198,0
215,0
3749,0
5938,0
5880,0
1008,1
3219,0
506,0
1275,0
5744,0
5230,0
2010,0
3743,1
1416,0
3093,1
854,1
4665,0
5385,0
1268,0
5692,0
3322,0
3653,0
15,0
4585,0
5831,1
4931,0
5780,0
4993,0
1076,0
5496,1
2910,0
3650,0
1391,1
4750,1
847,1
5211,0
2457,0
4739,0
4319,0
3950,0
2693,1
5062,1
1860,0
857,0
2170,1
1873,0
2223,1
161,0
4861,0
1392,0
112,0
805,1
3227,1
354,0
843,1
887,0
2607,0
1205,0
5444,1
5041,0
5057,0
5278,0
5087,1
4843,0
3744,1
4576,0
5058,0
3201,1
1019,0
2843,0
5227,0
403,0
2524,1
2999,0
5114,0
3617,0
2851,1
5957,1
3060,0
1110,1
1486,0
2770,1
4217,0
293,1
5984,1
2393,1
4517,0
1538,0
2768,0
1276,0
125,0
1223,1
3504,0
5988,0
1840,0
1567,0
1322,0
2321,1
4260,0
1376,0
1350,0
1655,0
1771,1
2048,0
5353,0
5748,1
76,0
4950,0
2431,0
987,1
3518,0
1844,1
733,0
4954,1
882,0
2184,1
725,0
1130,0
3429,0
3134,1
735,1
3733,0
3311,0
5881,1
1285,0
3651,0
4047,0
5319,0
5380,1
204,1
4947,0
3846,0
5012,0
3505,0
5579,0
4194,0
2268,0
5684,0
3308,0
4216,0
1661,0
1715,0
1222,0
375,0
1527,0
5549,1
1474,0
5137,0
5841,1
1118,0
3725,0
2890,0
5228,0
343,1
866,0
3985,1
2136,0
3285,0
1055,1
4170,1
1585,1
681,0
1690,0
429,1
2534,0
3977,1
1272,0
4606,1
5011,1
1338,0
3147,1
1610,1
2351,0
2573,0
3927,0
996,1
970,0
4491,0
4000,0
3538,0
3571,0
5655,0
1600,0
3018,0
1599,0
4591,1
2430,0
5712,0
4663,1
5512,1
4051,1
2456,0
4369,0
4458,1
5100,0
1834,0
5286,0
3095,0
4027,0
1632,0
5220,0
3960,0
5361,1
1658,1
2040,1
3328,0
5002,0
1316,0
1772,0
1625,0
3126,0
1212,0
3837,0
5807,1
3905,1
3866,1
5867,0
1484,0
3777,1
883,0
5253,1
434,0
652,1
564,0
4997,1
947,0
4910,1
49,1
5502,1
1953,0
4335,0
2507,1
2045,0
5190,0
4281,0
4607,0
5704,0
3207,0
1092,1
2177,0
2848,1
5277,0
460,0
2325,0
4988,0
5486,0
3205,1
5715,0
767,1
3720,1
3668,0
3956,1
3474,0
498,1
4283,0
2031,0
107,1
2893,0
3722,0
4373,0
4004,0
2342,0
4057,0
3081,0
1530,0
5856,0
3868,0
2150,1
264,0
476,0
4761,0
2897,1
1327,0
5442,0
2542,0
4286,0
1808,0
2838,0
4943,0
4488,0
5826,0
5144,1
4896,1
2652,0
3063,0
5607,0
